id,cgpa,tenth_percentage,twelfth_percentage,backlog_history_count,programming_score,sql_score,dsa_score,web_dev_score,git_score,cloud_score,aptitude_score,logical_score,coding_score,communication_score,interview_score,presentation_score,verified_project_count,project_complexity_score,verified_internship_count,verified_certification_count,open_source_score,hackathon_score,leadership_score,placed
244,6.6,76.5,75.4,0,60,51,46,55,59,30,54,51,54,76,61,68,2,63,1,3,52,73,51,1
245,7.18,73.2,76.5,0,59,50,53,64,51,39,67,56,63,57,56,56,1,57,0,2,0,0,0,1
246,9.71,96.1,94.8,0,72,69,64,61,78,55,76,64,64,70,72,57,1,76,1,1,39,0,0,1
247,8.19,85.5,77.2,2,73,70,70,73,71,50,71,78,74,52,67,54,2,82,2,1,50,0,51,1
248,8.18,97.8,88.1,2,75,62,65,59,66,55,69,69,72,68,63,60,0,0,0,2,0,0,36,1
249,6.73,75.9,76.5,0,71,67,80,60,66,55,77,84,77,61,66,49,0,0,1,0,0,0,0,1
250,7.26,79.2,90.7,1,61,50,58,49,51,46,58,65,63,54,65,51,0,0,1,0,38,20,0,0
251,5.86,75.4,71.6,2,61,51,46,48,49,48,59,59,62,75,72,67,0,0,0,0,0,23,57,0
252,8.75,86.7,80.2,0,67,60,55,64,70,55,67,63,70,64,62,66,0,0,0,1,34,0,44,1
253,9.07,91.9,92.7,0,53,49,57,52,68,41,60,56,56,60,63,63,0,0,1,1,0,0,26,1
254,8.2,88.0,85.7,1,75,71,68,78,76,73,61,68,70,57,57,46,0,0,1,2,78,58,0,1
255,8.09,80.5,79.6,2,49,42,68,49,50,47,72,68,64,65,67,60,0,0,0,1,0,0,0,1
256,7.5,77.3,80.8,1,76,50,73,60,64,56,81,68,64,58,52,45,0,0,0,1,0,0,0,0
257,8.13,87.6,77.0,0,58,62,66,48,59,57,77,74,62,76,62,66,0,0,1,0,0,59,0,1
258,7.41,72.5,72.8,1,65,65,64,61,69,61,63,74,66,49,49,41,0,0,0,0,0,0,0,0
259,5.22,62.4,57.1,0,58,32,65,50,57,49,61,63,66,61,58,59,0,0,0,0,22,26,0,0
260,7.05,84.9,72.4,0,59,44,44,45,57,48,51,54,46,87,77,76,2,66,0,0,0,44,0,1
261,8.59,89.4,84.4,1,76,67,64,62,75,63,51,60,60,59,64,59,0,0,1,0,0,10,0,1
262,5.88,67.6,68.4,1,85,67,82,69,84,62,71,68,74,63,58,63,0,0,0,2,0,0,0,1
263,9.9,96.3,98.0,1,56,39,55,56,62,46,54,56,51,51,49,47,0,0,0,2,0,0,0,0
264,8.09,91.2,86.5,0,55,38,54,39,57,37,71,57,68,67,58,57,0,0,0,0,0,0,0,0
265,7.27,83.8,80.1,0,74,74,79,87,85,58,82,80,79,65,72,55,1,73,0,2,67,62,0,1
266,7.56,92.0,75.0,0,71,54,69,51,67,58,78,71,66,55,62,48,0,0,0,0,0,0,0,1
267,6.6,72.2,71.0,1,45,26,42,39,35,27,70,66,59,56,59,51,2,38,0,1,36,0,38,0
268,8.08,86.7,85.5,0,52,35,47,35,52,48,62,52,51,70,62,63,0,0,1,2,49,0,66,0
269,7.86,82.8,80.1,0,66,56,58,56,63,45,62,52,56,64,68,53,0,0,1,1,0,0,0,1
270,6.65,76.3,69.9,1,53,57,57,44,72,40,76,59,62,75,55,70,3,30,0,0,38,29,0,1
271,7.19,86.8,78.2,0,55,54,62,46,53,48,62,64,63,56,56,45,0,0,1,0,0,0,0,1
272,7.26,84.0,75.4,2,57,39,59,62,53,55,73,64,64,72,68,65,0,0,0,1,29,0,0,1
273,8.97,86.6,85.1,1,71,72,74,76,76,64,46,61,69,59,63,43,3,67,1,2,32,0,0,1
274,7.81,87.4,83.6,0,76,70,67,74,69,62,70,58,70,73,67,42,1,61,0,1,53,0,0,1
275,8.42,83.3,88.7,0,70,53,65,56,59,46,67,57,70,73,64,52,0,0,1,1,51,54,0,1
276,7.24,77.9,79.3,0,65,49,60,60,59,50,69,61,74,60,51,57,0,0,0,1,0,24,0,1
277,7.98,89.5,84.9,0,44,38,55,50,51,46,66,59,61,54,62,53,0,0,1,2,0,18,0,0
278,7.23,89.3,77.6,3,67,62,74,64,51,52,74,61,71,52,55,55,0,0,0,2,0,14,0,0
279,7.11,80.2,80.5,0,63,66,55,57,71,64,59,58,57,60,53,44,0,0,1,1,0,0,0,1
280,8.33,85.5,80.2,3,62,48,66,46,59,53,63,57,65,47,60,55,0,0,0,2,18,11,0,0
281,7.35,76.1,82.2,1,54,46,57,49,47,52,74,68,60,59,60,59,0,0,0,1,23,0,0,0
282,7.14,88.8,87.7,0,61,66,74,57,58,39,72,64,69,65,61,54,3,65,1,1,0,35,0,1
283,7.37,84.2,81.6,0,52,44,58,57,57,51,68,67,59,67,57,56,2,67,0,1,0,0,15,1
284,7.63,92.8,82.9,0,56,45,50,50,55,54,56,55,54,75,69,76,0,0,0,0,0,0,85,1
285,7.54,80.0,76.7,0,66,53,49,52,60,55,60,60,63,58,47,57,0,0,0,1,0,0,18,1
286,8.55,90.8,98.0,1,65,57,73,56,63,59,72,56,55,67,58,60,0,0,0,1,0,0,0,1
287,7.44,87.0,71.2,0,75,53,64,72,72,59,62,76,70,51,56,42,0,0,0,3,0,24,0,1
288,7.84,74.7,84.3,0,56,52,71,47,63,41,67,56,63,58,58,65,0,0,0,0,0,11,0,0
289,6.64,86.9,81.5,1,60,53,70,55,61,51,68,61,65,60,67,63,0,0,0,1,44,28,0,0
290,6.5,73.4,72.3,3,63,54,59,49,59,56,52,53,67,66,59,50,0,0,0,1,0,0,0,0
291,7.42,78.1,76.0,0,46,40,45,40,46,28,49,46,51,64,55,60,0,0,0,1,0,19,56,0
292,7.14,82.8,71.5,0,66,63,57,57,66,49,59,61,63,64,60,57,0,0,0,0,23,28,0,1
293,8.85,91.7,84.8,0,68,60,75,68,66,53,83,74,73,63,62,63,1,83,1,0,0,66,0,1
294,5.8,74.8,66.4,0,62,54,72,46,61,46,84,86,64,61,55,47,1,68,2,1,0,0,0,1
295,6.22,67.1,72.3,2,80,54,67,73,62,51,82,71,80,42,61,60,0,0,0,1,23,25,0,1
296,6.85,82.3,84.6,1,76,52,60,54,66,56,53,58,65,65,62,54,0,0,1,1,50,32,65,1
297,6.93,80.4,59.2,1,63,55,57,56,59,46,66,61,63,80,64,70,0,0,0,1,0,46,68,1
298,7.18,78.5,68.9,0,81,72,71,77,84,72,55,66,69,54,50,53,0,0,0,1,0,0,0,1
299,6.69,69.0,63.3,0,72,53,65,67,80,50,61,68,62,64,64,58,0,0,0,1,0,35,49,1
300,6.17,74.8,69.7,0,57,45,63,44,55,37,70,67,58,78,64,57,0,0,0,0,0,0,59,0
301,8.24,99.0,88.7,0,66,49,59,60,60,48,70,61,54,79,63,74,4,51,0,3,57,23,48,1
302,6.33,76.4,63.6,0,57,36,50,66,71,62,46,46,39,60,70,55,0,0,0,0,44,0,20,0
303,8.77,87.8,86.2,1,54,51,45,50,50,49,42,51,56,55,59,61,0,0,0,0,17,0,0,0
304,6.15,78.3,73.9,0,71,62,73,70,67,62,70,63,72,64,70,59,1,56,2,1,54,29,30,1
305,5.96,63.2,58.2,0,60,44,62,64,57,45,53,57,60,70,58,56,1,57,2,1,32,26,0,0
306,7.13,81.1,68.4,1,59,52,60,58,57,45,56,62,54,68,63,60,0,0,0,3,0,16,0,0
307,6.47,74.1,75.8,0,73,60,65,70,68,48,53,62,56,68,61,49,0,0,0,1,0,0,0,1
308,6.71,74.3,70.1,0,67,60,61,53,70,50,71,66,78,63,63,50,2,53,1,3,47,48,26,1
309,7.73,86.7,76.8,3,70,64,66,60,52,43,58,62,55,80,61,66,0,0,0,1,31,0,0,1
310,7.14,78.6,77.1,0,70,57,67,63,57,45,59,60,61,66,55,53,4,75,1,2,40,52,28,1
311,6.7,80.1,79.6,0,59,58,58,61,66,47,72,64,72,38,56,48,0,0,2,0,0,0,0,1
312,7.83,80.9,75.3,0,77,70,71,62,63,54,65,72,76,49,61,50,0,0,1,2,69,64,26,1
313,7.8,89.1,82.8,2,69,69,65,61,70,61,59,64,72,47,58,45,2,69,0,0,0,0,0,1
314,6.92,80.5,86.4,3,77,51,61,52,55,54,59,70,71,54,51,67,0,0,0,2,16,0,0,0
315,7.41,85.4,81.2,0,56,55,51,55,58,53,52,53,57,75,58,52,3,61,1,0,0,0,31,1
316,9.31,86.8,90.7,3,56,46,64,55,46,54,78,63,69,69,67,70,0,0,1,0,10,0,0,1
317,6.79,76.4,74.4,1,69,51,73,66,69,45,63,66,64,67,61,52,1,58,1,1,0,0,0,1
318,6.71,81.6,71.1,0,53,47,57,53,52,47,72,58,48,51,52,59,0,0,0,0,48,32,0,1
319,8.11,95.3,88.2,0,54,50,63,43,42,38,69,77,64,74,66,68,0,0,0,2,0,0,56,1
320,6.67,71.0,70.3,0,64,60,68,60,66,42,69,64,63,63,66,60,0,0,1,1,0,25,0,0
321,7.15,72.5,82.7,1,60,49,62,54,68,49,66,55,56,75,67,61,0,0,0,2,36,22,0,1
322,7.09,76.5,71.9,2,73,75,73,65,77,66,69,71,67,51,55,37,0,0,0,0,0,0,0,1
323,7.41,74.3,65.6,0,55,46,57,40,53,28,63,68,62,72,57,49,2,73,1,3,82,88,0,1
324,8.25,85.3,82.3,0,68,59,72,56,60,62,60,59,62,54,64,57,2,53,1,1,0,0,36,1
325,7.03,87.5,68.1,0,72,69,72,67,66,60,65,67,71,64,69,69,0,0,1,1,0,0,0,1
326,8.87,99.0,98.0,0,63,41,54,63,50,50,59,41,53,48,53,32,0,0,0,1,51,36,31,1
327,7.53,78.6,71.2,0,61,43,50,56,52,45,56,62,59,51,48,46,3,78,1,1,74,67,0,1
328,6.79,76.2,78.8,0,66,66,65,56,71,48,69,67,70,50,52,50,2,68,1,0,0,0,0,1
329,6.22,71.0,75.8,2,82,69,72,63,75,61,52,61,67,55,60,47,2,75,0,0,20,0,0,1
330,8.41,88.8,85.6,0,56,42,59,59,49,48,76,71,66,57,46,42,0,0,0,1,54,67,0,1
331,6.84,72.5,79.8,1,68,60,73,67,62,51,68,67,68,46,50,41,0,0,1,1,0,0,0,1
332,6.33,75.7,70.2,0,65,60,63,56,58,55,69,69,69,51,47,53,0,0,2,1,0,0,0,1
333,6.68,77.9,73.3,1,74,55,67,59,66,61,50,52,58,59,68,66,0,0,2,1,0,0,0,0
334,7.39,79.9,84.0,1,62,52,53,53,62,45,57,54,69,45,51,50,1,80,1,0,80,90,0,1
335,8.12,87.5,77.3,0,68,62,73,60,76,63,62,67,72,49,50,53,4,81,0,1,45,0,0,1
336,8.16,86.3,80.2,0,55,45,53,40,61,50,61,68,66,75,68,53,0,0,1,0,0,43,0,1
337,7.52,80.3,78.9,0,68,60,62,54,62,47,49,65,64,65,61,39,0,0,0,0,0,46,0,1
338,7.43,78.2,80.9,0,68,55,68,62,66,50,71,72,68,49,57,48,1,82,2,0,64,50,0,1
339,7.44,75.7,69.1,2,77,68,60,79,76,70,52,60,70,61,60,55,0,0,0,0,49,38,24,1
340,7.9,81.6,91.5,1,62,44,49,47,60,48,49,67,45,62,67,69,0,0,0,0,0,0,0,0
341,6.06,76.2,66.2,3,83,64,78,57,66,54,81,71,83,48,61,52,0,0,0,0,44,0,0,1
342,7.97,86.9,87.8,1,64,61,64,67,63,56,62,69,68,52,64,58,3,65,1,0,0,66,0,1
343,7.33,79.7,81.1,2,74,66,77,67,70,75,80,73,79,66,59,61,3,61,0,0,42,10,0,1
344,9.03,86.8,87.6,0,63,50,50,54,56,50,58,52,61,51,59,45,0,0,0,0,28,0,0,0
345,6.47,77.8,71.0,0,63,65,62,64,69,57,72,70,69,62,60,57,0,0,0,0,0,0,0,1
346,7.35,74.1,82.0,0,79,82,67,67,65,58,53,67,73,60,60,61,0,0,0,1,48,63,0,1
347,7.27,78.1,74.0,2,72,66,65,62,72,59,65,66,70,71,68,69,0,0,0,1,0,0,0,1
348,8.8,85.1,85.3,3,60,49,65,59,56,21,66,65,63,82,67,70,0,0,1,3,90,71,70,1
349,5.55,73.1,76.9,3,67,56,62,54,52,40,75,74,65,65,65,52,3,59,0,3,10,10,0,0
350,7.76,82.2,77.6,3,66,59,66,57,75,59,67,55,69,44,59,66,1,73,2,0,44,19,0,0
351,6.54,78.7,78.7,1,75,63,71,56,72,73,75,75,61,51,58,53,2,58,0,2,27,26,0,1
352,6.75,76.0,73.4,0,69,59,78,62,55,63,79,67,64,57,54,58,0,0,1,2,46,0,0,1
353,8.92,96.7,86.2,1,57,53,60,46,52,42,65,56,57,64,56,64,0,0,0,2,31,0,60,1
354,6.46,73.8,79.4,2,63,59,60,68,59,57,58,60,64,65,64,59,4,57,0,1,0,23,57,1
355,6.11,70.3,69.9,3,68,65,63,65,70,67,59,66,59,63,63,55,2,72,1,3,46,0,36,1
356,6.58,80.4,68.9,2,77,65,86,67,64,63,74,69,71,60,60,51,4,58,0,2,0,0,38,1
357,7.39,83.4,80.5,3,75,67,75,73,67,51,60,67,73,77,72,70,2,77,1,0,48,0,59,1
358,6.43,69.9,71.2,2,86,74,78,84,81,77,68,65,81,71,67,59,0,0,0,2,0,0,34,0
359,8.04,84.7,76.3,3,66,52,63,63,67,47,55,57,57,51,52,49,0,0,1,0,0,48,0,1
360,8.28,83.9,87.5,0,52,35,44,51,40,42,51,55,57,66,56,56,0,0,0,3,0,0,36,0
361,7.02,71.0,74.1,2,72,52,75,68,57,56,71,70,74,79,60,59,0,0,0,0,0,28,0,1
362,7.37,84.3,81.9,0,63,55,51,50,56,54,68,65,68,52,61,57,2,74,0,2,35,45,0,1
363,6.06,70.7,62.7,2,57,47,59,48,71,57,54,53,59,48,47,43,2,62,0,0,0,22,0,0
364,6.65,79.2,73.6,3,63,59,67,64,69,59,85,69,70,64,60,47,0,0,0,1,0,0,0,0
365,7.34,83.6,77.1,2,77,63,71,67,71,60,60,65,69,62,54,64,2,76,1,1,0,0,0,1
366,7.28,82.7,78.6,1,56,48,56,50,62,23,64,61,60,51,59,44,0,0,0,1,0,0,0,0
367,7.83,76.4,80.8,0,62,57,63,58,54,49,53,57,59,50,55,61,0,0,0,1,0,0,0,0
368,6.04,69.5,63.6,0,61,57,56,57,67,42,55,61,63,65,66,48,4,53,0,3,76,57,45,1
369,7.89,79.5,76.5,2,71,67,67,66,63,64,61,70,66,46,53,55,0,0,0,0,59,0,0,1
370,6.68,71.2,72.1,0,77,67,73,64,70,63,81,78,87,50,55,53,1,70,1,3,0,0,0,1
371,6.14,70.4,75.1,0,64,60,60,58,69,58,68,71,63,61,59,68,0,0,0,0,10,10,51,0
372,7.52,78.9,79.0,2,68,49,56,61,62,45,62,61,61,53,61,54,0,0,0,0,0,0,0,0
373,7.66,76.3,83.8,0,74,69,80,76,74,66,68,67,78,47,57,56,1,71,0,1,0,19,0,1
374,8.45,89.5,85.4,2,80,67,64,69,61,56,58,60,78,81,67,63,2,73,1,0,61,41,49,1
375,7.49,84.5,81.9,0,62,59,65,60,62,50,59,57,55,56,57,66,0,0,0,1,0,0,0,1
376,5.77,69.2,63.0,1,78,69,63,73,64,59,65,55,70,85,81,69,0,0,1,1,25,22,0,1
377,7.51,80.6,72.7,1,57,43,54,52,52,47,59,59,54,49,49,50,0,0,0,0,0,23,0,0
378,7.52,80.4,82.3,0,65,52,69,57,61,46,84,69,71,67,64,56,0,0,0,2,12,0,46,1
379,6.64,74.8,82.6,0,71,57,69,60,59,55,73,69,67,64,55,63,0,0,1,0,0,57,26,1
380,6.58,79.9,70.3,0,65,68,63,59,59,48,70,72,67,55,55,39,0,0,0,3,0,40,0,1
381,7.14,74.8,73.0,0,81,67,71,63,68,55,60,59,76,71,56,54,1,88,1,1,90,88,0,1
382,7.02,76.6,68.9,3,49,32,46,38,49,29,59,56,52,45,35,34,0,0,1,2,50,45,0,0
383,8.93,86.6,87.6,1,57,53,56,42,59,58,60,52,55,62,55,64,1,58,1,1,0,0,0,1
384,8.2,88.8,87.0,0,56,54,45,45,43,56,55,56,57,51,44,45,4,73,0,0,41,54,0,0
385,9.2,94.2,86.4,2,60,44,52,44,61,39,52,55,56,74,61,61,1,60,1,2,0,53,0,0
386,8.34,82.6,85.0,0,69,55,51,60,61,60,57,64,71,64,58,52,0,0,0,2,0,0,33,0
387,6.96,86.1,78.7,0,63,57,63,63,63,48,61,49,58,68,68,53,2,72,2,0,77,90,0,1
388,8.7,88.8,89.2,0,68,66,60,61,53,56,64,62,52,64,59,66,0,0,1,1,0,80,0,1
389,8.54,92.6,74.8,0,69,60,69,59,72,49,54,53,62,53,66,40,0,0,0,0,0,10,0,0
390,8.18,94.5,93.8,0,61,51,57,57,56,50,60,69,63,70,66,64,0,0,0,2,17,17,59,1
391,6.47,76.7,71.2,1,61,52,61,49,55,39,61,60,56,56,70,73,0,0,1,2,0,0,42,0
392,7.68,88.9,80.4,1,60,48,70,55,53,46,65,58,63,56,59,52,0,0,2,1,0,0,0,1
393,8.05,93.0,77.3,3,64,51,58,58,56,52,68,68,56,65,60,52,0,0,0,0,31,0,0,0
394,7.56,80.8,77.9,2,68,55,47,69,59,53,43,54,54,64,59,58,0,0,1,2,42,55,0,1
395,7.12,74.4,78.5,0,74,64,70,71,71,66,57,75,75,68,50,53,0,0,1,2,64,51,0,1
396,7.39,77.5,82.5,1,47,44,34,46,41,40,40,41,30,67,58,57,0,0,1,1,0,0,0,0
397,6.09,82.7,72.5,1,66,55,70,52,54,46,62,74,66,65,63,70,2,55,0,2,0,21,43,1
398,7.99,89.4,85.4,2,69,66,72,54,69,62,66,67,63,64,65,46,1,55,1,0,41,0,0,1
399,9.18,90.0,89.2,1,55,37,56,56,53,36,55,51,43,58,64,51,2,77,1,0,65,0,0,0
400,7.91,75.4,84.5,0,68,59,65,68,57,61,66,70,68,82,67,65,0,0,1,0,77,80,37,1
401,6.6,79.4,81.3,1,68,69,63,59,64,57,55,57,73,62,58,56,0,0,0,0,38,0,0,1
402,7.64,79.2,86.3,0,62,54,57,60,51,47,66,67,65,52,61,57,0,0,0,1,0,0,0,1
403,5.56,75.3,68.1,1,65,46,61,54,58,47,65,71,68,61,41,50,0,0,0,1,0,0,0,1
404,6.39,76.2,72.3,0,52,48,45,39,49,47,58,58,56,51,46,47,0,0,0,0,0,0,0,0
405,7.07,79.8,74.4,0,86,70,69,82,88,57,68,68,70,68,70,64,0,0,1,0,0,0,0,1
406,6.79,73.5,74.1,0,65,59,64,60,73,40,71,68,68,62,56,58,0,0,0,1,0,0,0,0
407,7.34,79.6,80.2,0,70,57,54,63,66,59,60,68,60,74,63,55,0,0,1,1,0,0,0,1
408,6.63,80.9,71.6,0,54,37,52,53,46,32,59,62,52,45,56,41,4,47,0,0,0,0,0,1
409,7.56,85.4,82.5,0,52,31,61,51,49,36,53,44,51,76,61,69,2,54,0,0,42,41,0,0
410,7.61,81.7,87.5,1,65,59,60,56,67,44,71,62,65,72,60,54,0,0,0,1,0,0,47,0
411,7.24,78.5,73.2,0,44,33,48,30,53,25,76,50,43,74,62,58,0,0,2,1,0,47,73,0
412,7.26,72.5,75.2,0,65,76,59,71,71,51,66,65,64,64,65,69,2,64,1,1,69,72,0,1
413,7.03,74.7,73.4,0,66,66,71,55,65,62,74,58,71,66,68,67,0,0,1,1,53,50,0,1
414,7.63,82.7,81.2,3,63,44,67,56,57,37,68,64,66,67,63,66,0,0,0,1,0,0,0,0
415,7.4,85.5,79.7,2,70,60,66,65,61,45,62,64,61,66,62,63,0,0,1,0,55,53,41,0
416,7.26,79.8,71.3,1,56,38,64,46,50,27,72,67,62,66,59,59,1,69,0,0,50,48,0,1
417,6.59,72.9,69.4,2,68,43,65,62,55,48,69,58,72,54,50,41,1,62,0,3,0,31,0,0
418,8.88,89.9,86.7,0,58,43,71,54,61,48,71,64,59,76,64,67,0,0,0,1,18,32,56,1
419,8.66,86.8,78.4,0,71,59,64,59,67,56,64,62,61,71,65,58,0,0,0,1,23,0,0,0
420,7.41,80.8,86.1,0,63,58,49,56,61,62,58,56,50,72,63,67,0,0,1,0,0,0,0,0
421,5.49,67.1,71.0,1,63,38,40,46,61,49,55,51,55,64,65,65,0,0,0,3,0,0,0,0
422,9.65,99.0,97.8,1,67,58,66,53,54,57,69,62,64,63,68,58,3,61,0,0,0,0,0,1
423,7.64,93.2,84.8,0,72,49,60,51,60,58,52,54,62,76,58,51,1,70,0,1,70,50,58,1
424,7.04,74.2,71.0,2,67,55,53,57,63,53,46,54,60,57,59,47,0,0,1,0,58,40,24,1
425,7.59,85.2,77.4,2,69,57,63,58,70,55,68,63,75,54,69,52,0,0,0,0,10,0,0,1
426,6.75,71.7,68.9,1,67,60,66,60,57,42,75,69,69,58,61,49,0,0,1,0,46,47,0,1
427,6.43,72.1,69.7,3,49,42,55,51,57,44,59,45,54,52,52,52,0,0,0,0,0,14,0,0
428,6.13,74.6,66.9,2,67,51,75,71,67,59,81,73,71,67,64,49,1,70,0,0,24,37,0,1
429,6.22,86.7,71.5,1,71,73,60,73,67,46,65,58,62,53,54,44,0,0,0,0,68,71,0,1
430,7.72,84.3,78.5,3,57,48,66,44,54,29,60,57,62,64,55,56,3,59,0,3,0,0,0,0
431,7.76,92.8,86.5,1,47,44,42,46,53,40,48,49,43,54,53,52,3,56,0,0,0,0,0,0
432,8.39,90.7,83.2,3,54,42,61,51,51,57,62,52,61,74,63,69,0,0,0,0,0,0,70,0
433,7.46,81.3,81.1,1,61,51,50,54,63,43,63,51,64,77,68,64,0,0,2,0,28,24,59,1
434,6.57,75.4,76.2,0,58,53,62,60,57,47,65,72,62,62,57,55,3,60,0,0,53,44,0,1
435,8.29,87.3,85.8,0,66,56,73,57,70,52,81,68,64,70,66,63,0,0,1,0,50,0,0,1
436,6.41,73.7,78.5,1,83,74,72,68,86,55,70,79,75,62,45,50,4,72,1,2,0,31,0,1
437,8.8,91.6,89.3,0,70,52,68,53,59,50,55,69,63,62,58,51,0,0,0,0,0,0,0,1
438,6.04,65.0,77.5,0,87,73,77,79,74,60,64,65,77,43,56,49,0,0,0,1,0,0,0,0
439,6.83,77.1,64.3,0,71,63,65,54,66,53,71,78,65,41,49,47,0,0,2,2,59,0,0,1
440,7.31,68.1,68.6,0,64,58,61,51,52,60,68,57,64,57,63,65,1,65,0,3,0,52,0,1
441,8.48,82.8,84.8,0,73,59,72,62,56,54,49,59,52,59,62,59,0,0,2,1,0,0,33,0
442,7.14,76.0,72.7,0,62,45,68,50,58,48,84,72,68,53,64,53,0,0,1,0,0,16,0,0
443,8.88,97.4,96.2,3,65,45,60,47,49,47,63,60,60,67,54,53,1,53,0,0,0,0,0,1
444,5.76,72.0,68.9,0,81,77,74,70,80,68,76,70,80,52,52,47,0,0,1,0,0,57,0,1
445,7.89,83.2,89.9,0,71,68,61,64,74,68,55,59,69,46,48,35,0,0,1,2,0,29,0,1
446,6.77,78.5,74.0,0,49,22,44,44,41,46,68,53,50,63,58,48,1,67,1,1,53,0,0,0
447,6.41,70.3,67.6,3,64,51,62,62,58,49,61,56,66,62,71,64,1,64,2,2,54,0,0,1
448,5.49,59.5,55.4,1,46,42,47,40,55,45,57,44,48,56,58,45,0,0,1,0,34,23,0,0
449,7.18,79.3,71.3,0,76,62,58,67,71,62,64,57,69,57,65,64,2,67,0,2,0,0,0,1
450,7.51,82.6,76.8,0,69,64,58,57,70,52,68,65,53,59,63,59,0,0,0,2,0,53,54,1
451,6.7,72.7,73.6,0,76,68,67,71,79,66,64,65,81,53,64,57,0,0,0,1,0,10,0,1
452,8.46,92.2,80.5,1,57,59,63,58,63,37,70,61,63,65,55,62,2,46,0,0,22,0,0,1
453,8.87,90.0,91.0,0,62,49,49,62,55,48,54,59,57,68,53,57,3,44,0,1,37,0,0,1
454,9.39,90.0,81.8,0,56,49,51,50,56,39,53,56,49,60,57,49,0,0,0,1,0,0,0,1
455,6.06,66.3,67.7,0,72,74,70,64,73,66,75,68,86,54,57,54,4,73,0,0,0,0,0,1
456,6.3,74.3,67.8,1,67,57,64,52,61,50,68,71,69,52,49,52,0,0,0,3,0,10,0,0
457,7.58,84.8,73.1,0,71,54,65,79,64,51,58,59,64,67,66,62,1,55,0,1,0,0,44,1
458,5.48,63.3,59.5,0,64,53,69,67,58,58,64,55,56,59,62,58,1,65,0,3,0,0,33,0
459,7.82,83.0,77.3,1,77,66,64,62,61,54,62,61,67,81,75,73,0,0,0,0,0,10,0,1
460,6.79,79.1,84.7,0,56,61,54,58,63,36,66,59,62,66,56,55,2,49,0,0,0,0,43,1
461,4.53,66.4,57.9,1,55,50,47,52,37,44,45,39,52,61,52,60,0,0,0,0,0,0,36,0
462,7.15,76.6,70.5,0,56,43,42,47,50,42,50,49,55,57,65,36,0,0,0,2,0,0,0,0
463,8.76,97.0,90.4,0,62,63,57,58,51,46,78,63,75,66,66,68,0,0,1,0,10,32,0,1
464,8.41,92.6,77.4,0,84,69,73,77,69,66,71,74,79,54,59,54,0,0,0,1,0,0,0,1
465,8.91,89.8,91.8,2,64,67,65,59,64,55,61,62,64,70,67,61,0,0,0,2,50,0,33,1
466,7.24,82.8,83.9,0,58,42,50,50,43,32,69,62,60,57,54,57,2,61,1,0,0,0,0,1
467,6.12,72.2,67.9,3,81,78,70,74,85,63,67,66,73,46,65,50,1,63,2,1,33,32,0,1
468,7.42,79.2,76.7,0,51,42,56,52,40,44,57,55,53,49,61,56,1,41,1,1,0,0,13,1
469,7.5,84.6,88.0,0,64,65,47,51,70,38,71,61,69,46,45,40,2,55,0,2,0,0,0,0
470,6.57,86.0,68.1,1,70,67,68,69,57,51,60,62,72,67,62,68,0,0,0,0,41,32,0,1
471,6.59,69.0,67.9,2,84,67,71,79,90,57,66,72,71,57,63,52,0,0,0,0,24,10,0,1
472,8.18,85.4,90.2,3,68,47,54,65,64,49,59,61,62,61,56,41,0,0,0,1,0,32,0,1
473,9.02,97.5,88.4,0,64,66,72,64,67,49,57,65,55,66,65,51,0,0,0,0,57,69,0,1
474,6.42,76.1,75.1,1,53,45,51,57,45,39,59,65,59,65,52,57,3,49,0,1,0,10,0,1
475,8.95,89.9,86.6,1,72,53,67,62,71,54,72,67,74,58,63,69,0,0,0,1,0,28,0,1
476,7.91,84.7,86.4,2,57,50,65,55,50,50,71,76,57,60,66,61,0,0,0,1,0,0,45,1
477,7.41,83.5,77.7,1,51,42,56,32,47,28,72,58,58,72,60,65,1,61,0,1,0,43,69,0
478,8.22,87.3,80.6,0,65,47,52,49,49,54,70,50,57,76,63,62,3,55,0,1,0,0,48,1
479,7.72,90.7,81.9,2,58,45,57,49,69,45,63,57,58,61,59,40,1,58,1,1,0,0,11,0
480,8.37,95.6,92.5,0,39,34,44,39,42,38,65,62,57,64,57,66,0,0,1,0,0,0,0,0
481,8.84,82.8,79.6,0,45,36,52,38,45,28,73,62,46,64,51,58,0,0,1,0,0,0,0,0
482,6.18,68.8,73.3,0,73,70,64,64,60,52,61,68,74,53,61,46,0,0,0,0,0,10,0,1
483,7.95,89.2,80.2,0,76,76,63,78,79,67,58,65,68,56,64,57,1,66,1,0,0,0,0,1
484,6.39,80.0,71.6,0,66,49,55,63,64,67,56,65,61,61,56,55,2,71,0,3,81,0,29,1
485,9.08,95.9,94.3,0,53,42,51,41,48,43,50,52,50,72,57,50,0,0,0,1,0,0,64,0
486,5.81,75.8,59.9,1,68,53,71,59,64,61,71,64,68,57,54,55,0,0,0,0,31,0,0,1
487,6.86,73.6,72.8,1,64,49,57,68,53,55,66,62,76,48,55,51,0,0,0,0,51,50,37,1
488,6.85,77.6,73.4,3,73,60,72,80,72,58,72,71,73,61,63,59,0,0,1,0,0,18,0,1
489,6.94,84.9,72.5,0,87,73,61,74,76,61,66,70,79,50,68,43,1,85,1,0,86,64,0,1
490,7.0,74.5,68.2,0,41,27,38,35,51,32,54,64,43,76,56,62,0,0,0,1,0,41,72,0
